,x,y,label,env_name,cluster
483,0.13360645,0.6277418,0,reach-v2,1
487,0.19423594,0.58549327,0,reach-v2,1
2617,0.08559571,0.5147412,0,reach-v2,1
2613,0.0006165025,0.57625324,0,reach-v2,1
493,0.19945025,0.5927657,0,reach-v2,1
2612,0.20804887,0.5957112,0,reach-v2,1
2610,0.1007703,0.46184453,0,reach-v2,1
2471,0.023983905,0.5930255,0,reach-v2,1
2608,0.22883777,0.575384,0,reach-v2,1
2583,0.16993028,0.6381382,0,reach-v2,1
2582,0.059975084,0.6244699,0,reach-v2,1
2574,0.17326958,0.55664957,0,reach-v2,1
2570,0.12417606,0.54796267,0,reach-v2,1
533,0.012961644,0.5566034,0,reach-v2,1
538,0.072639816,0.5988226,0,reach-v2,1
2563,0.12610291,0.50854975,0,reach-v2,1
508,0.13587397,0.5619009,0,reach-v2,1
973,0.18981932,0.5532545,0,reach-v2,1
2213,0.0635078,0.47842702,0,reach-v2,1
981,0.14233893,0.6199965,0,reach-v2,1
1397,0.076351024,0.586953,0,reach-v2,1
1400,0.16893376,0.6480485,0,reach-v2,1
1853,0.14631453,0.48608196,0,reach-v2,1
1412,0.19230734,0.56266266,0,reach-v2,1
1421,0.15131278,0.5078367,0,reach-v2,1
1842,0.106447935,0.61881214,0,reach-v2,1
1832,0.17156757,0.5979953,0,reach-v2,1
1831,0.026017059,0.56175846,0,reach-v2,1
1828,0.12924445,0.6113141,0,reach-v2,1
1443,0.20274882,0.61879873,0,reach-v2,1
1824,0.046714474,0.49245656,0,reach-v2,1
1822,0.026409294,0.58965373,0,reach-v2,1
1819,0.13967648,0.5611319,0,reach-v2,1
1455,0.014824397,0.60114205,0,reach-v2,1
1812,0.19437546,0.50631726,0,reach-v2,1
1863,0.14593276,0.45731458,0,reach-v2,1
1805,0.16954514,0.5346372,0,reach-v2,1
1388,0.08260631,0.56590486,0,reach-v2,1
1373,0.088990144,0.562454,0,reach-v2,1
1306,0.04563481,0.52206326,0,reach-v2,1
1314,0.034206226,0.5438644,0,reach-v2,1
1917,0.042442594,0.5238104,0,reach-v2,1
1321,0.06982818,0.5776051,0,reach-v2,1
1322,0.23822144,0.5739879,0,reach-v2,1
1915,0.1170544,0.65714633,0,reach-v2,1
1914,0.17902572,0.6430146,0,reach-v2,1
1328,0.14933814,0.46323058,0,reach-v2,1
1342,0.17829834,0.54296774,0,reach-v2,1
1903,0.16060272,0.5193796,0,reach-v2,1
1350,0.037698958,0.53198266,0,reach-v2,1
1898,0.18930408,0.48229074,0,reach-v2,1
1894,0.030753192,0.62656754,0,reach-v2,1
1368,0.10818653,0.61867553,0,reach-v2,1
1372,0.18358752,0.542237,0,reach-v2,1
1875,0.043223795,0.63996655,0,reach-v2,1
1469,0.1678744,0.6138629,0,reach-v2,1
1798,0.07606208,0.46022013,0,reach-v2,1
1478,0.070416264,0.6482064,0,reach-v2,1
1572,0.09221347,0.5620966,0,reach-v2,1
1573,0.012311648,0.52687943,0,reach-v2,1
1581,0.18654627,0.48019195,0,reach-v2,1
1728,0.042406503,0.4910496,0,reach-v2,1
1725,0.11745666,0.6389991,0,reach-v2,1
1589,0.116575435,0.46743947,0,reach-v2,1
1718,0.09797996,0.63710356,0,reach-v2,1
1596,0.1719316,0.6429615,0,reach-v2,1
1602,0.077070355,0.49641985,0,reach-v2,1
1603,0.15204783,0.49203628,0,reach-v2,1
1607,0.11138935,0.5827389,0,reach-v2,1
1706,0.14492944,0.49717695,0,reach-v2,1
1612,0.057305768,0.5036312,0,reach-v2,1
1675,0.0747299,0.4750983,0,reach-v2,1
1650,0.08574185,0.5557768,0,reach-v2,1
1557,0.07501197,0.49381554,0,reach-v2,1
1747,0.07396525,0.5468781,0,reach-v2,1
1750,0.0319649,0.48657227,0,reach-v2,1
1547,0.15012941,0.47497618,0,reach-v2,1
1797,0.023016289,0.5798938,0,reach-v2,1
1784,0.1637008,0.5843739,0,reach-v2,1
1505,0.07766645,0.5890518,0,reach-v2,1
1507,0.040466283,0.48777235,0,reach-v2,1
1771,0.13513762,0.5594905,0,reach-v2,1
1515,0.106832795,0.64138824,0,reach-v2,1
1517,0.09112982,0.47499123,0,reach-v2,1
1305,0.109775215,0.5620771,0,reach-v2,1
1769,0.2338725,0.56482303,0,reach-v2,1
1524,0.07696313,0.45409212,0,reach-v2,1
1525,0.1283091,0.6433387,0,reach-v2,1
1760,0.050724864,0.5523544,0,reach-v2,1
1535,0.0368257,0.54081213,0,reach-v2,1
1758,0.13230109,0.58817154,0,reach-v2,1
1753,0.20704257,0.5934866,0,reach-v2,1
1545,0.09169145,0.4748054,0,reach-v2,1
1767,0.21419914,0.55265254,0,reach-v2,1
1303,0.023138314,0.58573884,0,reach-v2,1
1928,0.16877426,0.5196301,0,reach-v2,1
1298,0.025270818,0.6206235,0,reach-v2,1
2134,0.06431361,0.48962063,0,reach-v2,1
2126,0.042016864,0.54949945,0,reach-v2,1
2117,0.21343336,0.6044515,0,reach-v2,1
2107,0.09864271,0.60920227,0,reach-v2,1
1103,0.03504557,0.5616857,0,reach-v2,1
2101,0.17439166,0.64197737,0,reach-v2,1
1107,0.11825136,0.52856463,0,reach-v2,1
1120,0.12538366,0.64906573,0,reach-v2,1
2086,0.13114282,0.62963766,0,reach-v2,1
2085,0.012534908,0.5362068,0,reach-v2,1
2084,0.09029018,0.5447985,0,reach-v2,1
1127,0.017505074,0.5970784,0,reach-v2,1
1129,0.14022973,0.5633911,0,reach-v2,1
2079,0.06817624,0.5035801,0,reach-v2,1
1132,0.11652115,0.46706307,0,reach-v2,1
1074,0.115614444,0.48078802,0,reach-v2,1
1073,0.09424063,0.61993074,0,reach-v2,1
1071,0.15617588,0.5235016,0,reach-v2,1
1069,0.08798879,0.6292328,0,reach-v2,1
985,0.10872917,0.48605257,0,reach-v2,1
987,0.04116478,0.6427318,0,reach-v2,1
2193,0.16963829,0.534751,0,reach-v2,1
2192,0.096720845,0.4579049,0,reach-v2,1
1008,0.16994293,0.6369508,0,reach-v2,1
1010,0.20366384,0.52784145,0,reach-v2,1
1013,0.051177043,0.46568087,0,reach-v2,1
2069,0.1888248,0.4933931,0,reach-v2,1
1022,0.16625209,0.5984144,0,reach-v2,1
1026,0.15804559,0.59211016,0,reach-v2,1
1032,0.1423972,0.6190217,0,reach-v2,1
1040,0.0081615,0.54845756,0,reach-v2,1
2160,0.09002966,0.5991989,0,reach-v2,1
1046,0.16294976,0.61322254,0,reach-v2,1
1048,0.21015432,0.58084106,0,reach-v2,1
2140,0.15535162,0.54752576,0,reach-v2,1
1024,0.1260112,0.63813126,0,reach-v2,1
2751,0.10534333,0.6283104,0,reach-v2,1
2067,0.17964192,0.58669704,0,reach-v2,1
1143,0.009377947,0.57525456,0,reach-v2,1
1977,0.18452768,0.483443,0,reach-v2,1
1974,0.12901087,0.51015705,0,reach-v2,1
1257,0.018235974,0.59923726,0,reach-v2,1
1264,0.031498052,0.5257614,0,reach-v2,1
1269,0.12969889,0.49000052,0,reach-v2,1
1271,0.058122348,0.5374807,0,reach-v2,1
1955,0.14727867,0.4576827,0,reach-v2,1
1277,0.051360354,0.4664684,0,reach-v2,1
1951,0.058049243,0.648026,0,reach-v2,1
1945,0.045731515,0.46026403,0,reach-v2,1
1937,0.21201758,0.510388,0,reach-v2,1
1287,0.059570022,0.46587422,0,reach-v2,1
1936,0.09709766,0.4561274,0,reach-v2,1
1293,0.17116898,0.5592608,0,reach-v2,1
1297,0.1407186,0.60634583,0,reach-v2,1
1248,0.10975962,0.47126845,0,reach-v2,1
1978,0.04178891,0.6104072,0,reach-v2,1
1243,0.08038565,0.54202694,0,reach-v2,1
1237,0.07648131,0.5385378,0,reach-v2,1
2065,0.05471773,0.5442223,0,reach-v2,1
2055,0.19253385,0.5255113,0,reach-v2,1
2050,0.12630042,0.58493835,0,reach-v2,1
2048,0.13111793,0.60532445,0,reach-v2,1
2038,0.11948344,0.5135022,0,reach-v2,1
2029,0.100816,0.5853454,0,reach-v2,1
1187,0.10099,0.6333379,0,reach-v2,1
1141,0.08135368,0.48309588,0,reach-v2,1
2016,0.042240586,0.6389791,0,reach-v2,1
2012,0.16005622,0.5146851,0,reach-v2,1
1202,0.07000848,0.52401066,0,reach-v2,1
1206,0.18920466,0.55553955,0,reach-v2,1
1212,0.0,0.5756627,0,reach-v2,1
1993,0.08512836,0.5538342,0,reach-v2,1
1230,0.05624312,0.5518456,0,reach-v2,1
1233,0.2119095,0.5095288,0,reach-v2,1
1198,0.07565785,0.450854,0,reach-v2,1
2752,0.040359348,0.6431944,0,reach-v2,1
827,0.07779807,0.47376946,0,reach-v2,1
1655,0.12808359,0.5065008,0,reach-v2,1
41,0.18924212,0.6060123,0,reach-v2,1
2974,0.20477904,0.5613413,0,reach-v2,1
44,0.009212074,0.547067,0,reach-v2,1
255,0.21040672,0.55772424,0,reach-v2,1
2798,0.19210075,0.57414424,0,reach-v2,1
45,0.060611457,0.5911092,0,reach-v2,1
253,0.045228276,0.6104365,0,reach-v2,1
2804,0.14270744,0.51016545,0,reach-v2,1
249,0.059984304,0.6285146,0,reach-v2,1
2970,0.12776776,0.48499745,0,reach-v2,1
56,0.024631847,0.61265016,0,reach-v2,1
61,0.090598665,0.50300443,0,reach-v2,1
237,0.04789139,0.5555038,0,reach-v2,1
70,0.13363223,0.55648404,0,reach-v2,1
232,0.15235761,0.6178983,0,reach-v2,1
39,0.052018274,0.5658821,0,reach-v2,1
2955,0.16105615,0.6131005,0,reach-v2,1
2977,0.14693438,0.5098171,0,reach-v2,1
36,0.00991015,0.53741175,0,reach-v2,1
2771,0.121027194,0.6544251,0,reach-v2,1
2778,0.061700553,0.54556835,0,reach-v2,1
2984,0.038631406,0.49278805,0,reach-v2,1
2981,0.1907292,0.5864096,0,reach-v2,1
282,0.20919068,0.5133256,0,reach-v2,1
2780,0.15258779,0.6174347,0,reach-v2,1
278,0.20900011,0.5883472,0,reach-v2,1
2782,0.18469672,0.4975353,0,reach-v2,1
29,0.042649087,0.5768549,0,reach-v2,1
274,0.1756346,0.56721246,0,reach-v2,1
273,0.14983928,0.48366672,0,reach-v2,1
2786,0.11803132,0.61826617,0,reach-v2,1
2791,0.1913894,0.54371756,0,reach-v2,1
264,0.07033167,0.6556025,0,reach-v2,1
263,0.056056622,0.5052006,0,reach-v2,1
259,0.18138947,0.5726891,0,reach-v2,1
2768,0.20537992,0.6055749,0,reach-v2,1
228,0.05398226,0.46443218,0,reach-v2,1
77,0.0984342,0.53361034,0,reach-v2,1
2913,0.21369725,0.52769685,0,reach-v2,1
2859,0.16611697,0.50202304,0,reach-v2,1
2860,0.1314625,0.49425006,0,reach-v2,1
2910,0.088907905,0.50328255,0,reach-v2,1
128,0.138376,0.5894667,0,reach-v2,1
2866,0.18081848,0.580628,0,reach-v2,1
134,0.062888786,0.5639918,0,reach-v2,1
2871,0.06883684,0.47485563,0,reach-v2,1
2905,0.050734714,0.5405782,0,reach-v2,1
138,0.0079001775,0.5799377,0,reach-v2,1
2878,0.09697764,0.61021084,0,reach-v2,1
160,0.10918013,0.5003718,0,reach-v2,1
2887,0.19785081,0.60086733,0,reach-v2,1
2896,0.18775597,0.5862076,0,reach-v2,1
154,0.21229048,0.55560946,0,reach-v2,1
2919,0.18667556,0.5241378,0,reach-v2,1
76,0.23604342,0.5703332,0,reach-v2,1
118,0.12879688,0.59236467,0,reach-v2,1
113,0.092581265,0.62046486,0,reach-v2,1
79,0.20525289,0.53077495,0,reach-v2,1
2950,0.046840902,0.60282034,0,reach-v2,1
2948,0.18094315,0.5409459,0,reach-v2,1
2946,0.1992706,0.63988775,0,reach-v2,1
218,0.19269648,0.57377815,0,reach-v2,1
212,0.19191006,0.5007754,0,reach-v2,1
2832,0.04065039,0.47559988,0,reach-v2,1
90,0.07889782,0.5491462,0,reach-v2,1
91,0.11561637,0.6005742,0,reach-v2,1
208,0.23996627,0.5678278,0,reach-v2,1
203,0.008604291,0.5902285,0,reach-v2,1
100,0.04365749,0.5756008,0,reach-v2,1
106,0.18114744,0.57013917,0,reach-v2,1
195,0.13190642,0.5916349,0,reach-v2,1
2932,0.21259092,0.60428244,0,reach-v2,1
2920,0.09128555,0.6459206,0,reach-v2,1
292,0.05024418,0.568543,0,reach-v2,1
153,0.13161148,0.52857375,0,reach-v2,1
294,0.10735724,0.5609887,0,reach-v2,1
2996,0.02813904,0.5976327,0,reach-v2,1
2995,0.18728238,0.6109863,0,reach-v2,1
10,0.04767199,0.47835946,0,reach-v2,1
6,0.17379321,0.48809928,0,reach-v2,1
2758,0.1622605,0.5855592,0,reach-v2,1
304,0.17849156,0.5564798,0,reach-v2,1
2761,0.014598286,0.580472,0,reach-v2,1
2763,0.117644034,0.6187606,0,reach-v2,1
2993,0.08152857,0.5405994,0,reach-v2,1
2991,0.06855703,0.46084988,0,reach-v2,1
2398,0.795334,0.54844314,1,push-v2,0
385,0.8905897,0.57385796,1,push-v2,0
1220,0.8407735,0.5889821,1,push-v2,0
2389,0.9360131,0.49286583,1,push-v2,0
1219,0.7866515,0.59078944,1,push-v2,0
751,0.8064401,0.61391586,1,push-v2,0
1214,0.8753383,0.6166003,1,push-v2,0
2842,0.8121299,0.6428836,1,push-v2,0
1999,0.9565384,0.5286566,1,push-v2,0
333,0.85506946,0.63538057,1,push-v2,0
2399,0.89350516,0.51900417,1,push-v2,0
2401,0.90696114,0.5486819,1,push-v2,0
2403,0.9302939,0.51394,1,push-v2,0
2404,0.8559876,0.54589945,1,push-v2,0
2937,0.882043,0.47596684,1,push-v2,0
1992,0.8904479,0.5884599,1,push-v2,0
1234,0.7877493,0.6296219,1,push-v2,0
1985,0.8998154,0.49376568,1,push-v2,0
1236,0.9072068,0.50890857,1,push-v2,0
206,0.9804099,0.6136274,1,push-v2,0
1238,0.89154226,0.6427106,1,push-v2,0
1994,0.9098523,0.60876864,1,push-v2,0
2379,0.9667661,0.51057553,1,push-v2,0
1209,0.8714985,0.5072453,1,push-v2,0
2377,0.9421176,0.5265171,1,push-v2,0
1154,0.9168107,0.57980597,1,push-v2,0
111,0.8373422,0.5953674,1,push-v2,0
190,0.8118016,0.5789624,1,push-v2,0
329,0.8511178,0.63083917,1,push-v2,0
792,0.9546481,0.5961978,1,push-v2,0
789,0.9607173,0.4935729,1,push-v2,0
788,0.82967967,0.5406119,1,push-v2,0
2849,0.8661175,0.5831131,1,push-v2,0
780,0.85774475,0.46149215,1,push-v2,0
1178,0.8113546,0.58193123,1,push-v2,0
2031,0.86326396,0.49215075,1,push-v2,0
1180,0.9481608,0.6465853,1,push-v2,0
2030,0.7977987,0.6290942,1,push-v2,0
107,0.7645616,0.5510593,1,push-v2,0
2024,0.84211296,0.6299285,1,push-v2,0
331,0.90632284,0.63725245,1,push-v2,0
2363,0.8423224,0.51291096,1,push-v2,0
2022,0.87075424,0.5442133,1,push-v2,0
1192,0.8518887,0.6081335,1,push-v2,0
2017,0.9375583,0.62740886,1,push-v2,0
2014,0.96040666,0.49423248,1,push-v2,0
1203,0.9625516,0.5153153,1,push-v2,0
2369,0.87686586,0.5719602,1,push-v2,0
1205,0.8730921,0.52324116,1,push-v2,0
200,0.935757,0.59542906,1,push-v2,0
1208,0.85792804,0.51473486,1,push-v2,0
1984,0.7758567,0.6352785,1,push-v2,0
2007,0.93309486,0.5106874,1,push-v2,0
95,0.9109218,0.52981365,1,push-v2,0
2414,0.8368233,0.59591335,1,push-v2,0
2057,0.79108083,0.6322476,1,push-v2,0
78,0.89404047,0.6655197,1,push-v2,0
1619,0.9846467,0.56556535,1,push-v2,0
668,0.956807,0.5699299,1,push-v2,0
2458,0.95965225,0.6649632,1,push-v2,0
2459,0.9892919,0.5865696,1,push-v2,0
345,0.7722705,0.57225305,1,push-v2,0
2461,0.9478319,0.5545765,1,push-v2,0
2952,0.8175026,0.51241934,1,push-v2,0
1304,0.84889776,0.5285265,1,push-v2,0
2469,0.8764271,0.65189534,1,push-v2,0
2734,0.77074385,0.60078704,1,push-v2,0
656,0.954783,0.61746347,1,push-v2,0
655,0.8920636,0.5088457,1,push-v2,0
2728,0.8270277,0.53911823,1,push-v2,0
229,0.92819405,0.617955,1,push-v2,0
1307,0.8568385,0.54591644,1,push-v2,0
1309,0.934214,0.617507,1,push-v2,0
649,0.9549051,0.5857187,1,push-v2,0
648,0.9690762,0.5914984,1,push-v2,0
1311,0.8824355,0.52854556,1,push-v2,0
71,0.88596827,0.52358156,1,push-v2,0
1319,0.89065206,0.50757825,1,push-v2,0
2482,0.95790213,0.54584664,1,push-v2,0
1702,0.8782522,0.5434655,1,push-v2,0
2811,0.9279981,0.5376608,1,push-v2,0
1324,0.8346494,0.61868334,1,push-v2,0
68,0.89881176,0.58005744,1,push-v2,0
1296,0.9994136,0.5969686,1,push-v2,0
334,0.9230745,0.51600504,1,push-v2,0
1620,0.97044426,0.56040484,1,push-v2,0
2820,0.88707453,0.53416586,1,push-v2,0
2417,0.85741025,0.6344285,1,push-v2,0
2942,0.7781929,0.5202226,1,push-v2,0
2837,0.9316976,0.61491776,1,push-v2,0
718,0.8607897,0.56176907,1,push-v2,0
717,0.7598086,0.59661883,1,push-v2,0
335,0.8930704,0.57669735,1,push-v2,0
2422,0.8221286,0.52910453,1,push-v2,0
336,0.82720214,0.48454118,1,push-v2,0
2426,0.9470948,0.6716821,1,push-v2,0
1970,0.93739414,0.6278492,1,push-v2,0
1968,0.92225623,0.4768076,1,push-v2,0
2428,0.9838181,0.5911169,1,push-v2,0
2433,0.9777193,0.54764366,1,push-v2,0
87,0.8486658,0.62969375,1,push-v2,0
697,0.79432786,0.62229174,1,push-v2,0
696,0.81604415,0.56044596,1,push-v2,0
2436,0.9086069,0.5813307,1,push-v2,0
1954,0.80865973,0.61941344,1,push-v2,0
1953,0.88263243,0.6156184,1,push-v2,0
2437,0.84266096,0.6488352,1,push-v2,0
2438,0.7734079,0.52225405,1,push-v2,0
2945,0.97118616,0.5614293,1,push-v2,0
1691,0.7663659,0.5452728,1,push-v2,0
1624,0.8015802,0.53383094,1,push-v2,0
1695,0.76927793,0.5663869,1,push-v2,0
678,0.8612015,0.4673609,1,push-v2,0
1931,0.9238315,0.529494,1,push-v2,0
675,0.9232525,0.47213045,1,push-v2,0
801,0.8431053,0.5483741,1,push-v2,0
2853,0.8783964,0.572172,1,push-v2,0
2062,0.8498618,0.5151396,1,push-v2,0
925,0.7649764,0.5500732,1,push-v2,0
924,0.80706537,0.61532915,1,push-v2,0
2882,0.9081569,0.6043781,1,push-v2,0
2162,0.8154896,0.6538267,1,push-v2,0
2880,0.89327794,0.5959677,1,push-v2,0
2161,0.8443331,0.58945125,1,push-v2,0
2879,0.9024091,0.5708323,1,push-v2,0
139,0.872052,0.5844662,1,push-v2,0
2246,0.864799,0.5204161,1,push-v2,0
2155,0.84087974,0.64285684,1,push-v2,0
2248,0.87148124,0.47835755,1,push-v2,0
314,0.8371435,0.5300134,1,push-v2,0
2754,0.8415099,0.6489741,1,push-v2,0
1050,0.84095603,0.6472349,1,push-v2,0
2256,0.86112374,0.48859742,1,push-v2,0
2152,0.88607216,0.61071706,1,push-v2,0
1056,0.88649464,0.6109148,1,push-v2,0
2873,0.8821589,0.51187295,1,push-v2,0
2872,0.98324656,0.5573114,1,push-v2,0
903,0.95237046,0.6522379,1,push-v2,0
317,0.8250344,0.47435886,1,push-v2,0
901,0.9615395,0.64187133,1,push-v2,0
2260,0.92441463,0.5436967,1,push-v2,0
899,0.98146814,0.61342305,1,push-v2,0
2262,0.9854196,0.5637532,1,push-v2,0
926,0.95258844,0.58431596,1,push-v2,0
2239,0.9573825,0.5511928,1,push-v2,0
1038,0.9750192,0.61199385,1,push-v2,0
929,0.77675474,0.6367575,1,push-v2,0
2208,0.91249645,0.5442969,1,push-v2,0
974,0.9338535,0.6149384,1,push-v2,0
1653,0.8942163,0.6679463,1,push-v2,0
2893,0.8694748,0.56729287,1,push-v2,0
971,0.88950634,0.6227537,1,push-v2,0
1652,0.88389856,0.6285039,1,push-v2,0
2224,0.98005134,0.5936268,1,push-v2,0
993,0.9496144,0.6545487,1,push-v2,0
2191,0.96383095,0.55203694,1,push-v2,0
2183,0.8966129,0.45508993,1,push-v2,0
157,0.8974708,0.60698986,1,push-v2,0
957,0.7958841,0.5478545,1,push-v2,0
2144,0.8545436,0.5173452,1,push-v2,0
956,0.8739621,0.45387167,1,push-v2,0
2229,0.82295936,0.4850728,1,push-v2,0
1009,0.8517689,0.51954734,1,push-v2,0
950,0.7668746,0.5446032,1,push-v2,0
145,0.9938636,0.60603046,1,push-v2,0
2176,0.90502137,0.5440348,1,push-v2,0
1018,0.7879287,0.5716589,1,push-v2,0
1019,0.9841198,0.56609213,1,push-v2,0
143,0.85788107,0.5047726,1,push-v2,0
938,0.78515524,0.6187483,1,push-v2,0
935,0.78930455,0.5705115,1,push-v2,0
163,0.88924366,0.53901917,1,push-v2,0
1035,0.78538585,0.5265586,1,push-v2,0
955,0.9369748,0.61209893,1,push-v2,0
2264,0.96617323,0.539118,1,push-v2,0
893,0.8520002,0.56179965,1,push-v2,0
2141,0.84559005,0.52699363,1,push-v2,0
126,0.84241664,0.5615216,1,push-v2,0
2097,0.844022,0.5615943,1,push-v2,0
