,x,y,label,env_name,cluster
967,0.7239623,0.90421903,0,reach-v2,1
2578,0.7161006,0.8094953,0,reach-v2,1
1338,0.75941014,0.793679,0,reach-v2,1
1334,0.763155,0.9120828,0,reach-v2,1
2597,0.71117413,0.75157434,0,reach-v2,1
2602,0.66317916,0.8416058,0,reach-v2,1
1332,0.812061,0.88239324,0,reach-v2,1
1324,0.72891295,0.9227104,0,reach-v2,1
234,0.7972815,0.9036276,0,reach-v2,1
2626,0.8064044,0.8652125,0,reach-v2,1
1317,0.70223874,0.810999,0,reach-v2,1
223,0.66360337,0.82516634,0,reach-v2,1
984,0.7021251,0.8372675,0,reach-v2,1
2632,0.71540904,0.9083937,0,reach-v2,1
2649,0.7873804,0.76947314,0,reach-v2,1
211,0.72142327,0.7547602,0,reach-v2,1
2651,0.72402376,0.7644417,0,reach-v2,1
990,0.7284285,0.9302707,0,reach-v2,1
1303,0.7339834,0.8928538,0,reach-v2,1
254,0.8048198,0.8702416,0,reach-v2,1
964,0.699249,0.93277,0,reach-v2,1
959,0.7795992,0.8984815,0,reach-v2,1
957,0.69260347,0.7594341,0,reach-v2,1
936,0.74903935,0.79669267,0,reach-v2,1
1386,0.7838559,0.82881415,0,reach-v2,1
301,0.7846104,0.8442419,0,reach-v2,1
941,0.70083964,0.7549319,0,reach-v2,1
2480,0.7794588,0.8121578,0,reach-v2,1
296,0.72282743,0.80145836,0,reach-v2,1
1374,0.81671196,0.8773499,0,reach-v2,1
2492,0.6613272,0.7813087,0,reach-v2,1
949,0.7448812,0.8072762,0,reach-v2,1
286,0.73668957,0.8379767,0,reach-v2,1
2247,0.701938,0.7542205,0,reach-v2,1
2498,0.74638104,0.79625875,0,reach-v2,1
2515,0.6788802,0.84853005,0,reach-v2,1
2520,0.76945007,0.8384084,0,reach-v2,1
279,0.812008,0.8815366,0,reach-v2,1
2524,0.75886893,0.8697995,0,reach-v2,1
1365,0.7754249,0.90416974,0,reach-v2,1
2528,0.719494,0.7900566,0,reach-v2,1
269,0.7550683,0.9167262,0,reach-v2,1
267,0.7047519,0.78480214,0,reach-v2,1
2535,0.79995245,0.91057163,0,reach-v2,1
2538,0.676351,0.8439289,0,reach-v2,1
951,0.7932642,0.83087814,0,reach-v2,1
2245,0.67989314,0.74293745,0,reach-v2,1
2237,0.6999812,0.73076415,0,reach-v2,1
846,0.78211284,0.82012635,0,reach-v2,1
1949,0.78427297,0.8932939,0,reach-v2,1
1954,0.694227,0.8445951,0,reach-v2,1
1741,0.66133636,0.8419747,0,reach-v2,1
628,0.8022082,0.8700604,0,reach-v2,1
1958,0.78120327,0.8626589,0,reach-v2,1
1740,0.7612199,0.7572039,0,reach-v2,1
621,0.79683614,0.9072167,0,reach-v2,1
746,0.7876289,0.8290315,0,reach-v2,1
754,0.71601564,0.78850496,0,reach-v2,1
1982,0.6975335,0.8596745,0,reach-v2,1
1988,0.6804477,0.8166915,0,reach-v2,1
1991,0.665268,0.8480859,0,reach-v2,1
606,0.7176793,0.8690622,0,reach-v2,1
1721,0.79362863,0.7901164,0,reach-v2,1
1720,0.6809652,0.8167519,0,reach-v2,1
2000,0.77809834,0.90119606,0,reach-v2,1
2001,0.7405519,0.77963334,0,reach-v2,1
597,0.7562908,0.91611135,0,reach-v2,1
596,0.747372,0.854777,0,reach-v2,1
595,0.72145027,0.75917965,0,reach-v2,1
594,0.81059164,0.8778682,0,reach-v2,1
1945,0.7097124,0.75156754,0,reach-v2,1
640,0.6510794,0.8353027,0,reach-v2,1
1937,0.7110638,0.86947554,0,reach-v2,1
646,0.72911626,0.78542453,0,reach-v2,1
698,0.70288676,0.87501264,0,reach-v2,1
1817,0.8270712,0.85539675,0,reach-v2,1
1813,0.70586723,0.9321888,0,reach-v2,1
687,0.7328648,0.88969207,0,reach-v2,1
686,0.66703415,0.741532,0,reach-v2,1
1811,0.74115103,0.80128556,0,reach-v2,1
1810,0.8230111,0.8905955,0,reach-v2,1
1809,0.7658183,0.7805115,0,reach-v2,1
1899,0.6990707,0.75824726,0,reach-v2,1
669,0.7788993,0.8678852,0,reach-v2,1
1719,0.8030058,0.8066876,0,reach-v2,1
1905,0.7610134,0.79180735,0,reach-v2,1
1911,0.7466327,0.8683299,0,reach-v2,1
662,0.7772686,0.776915,0,reach-v2,1
1913,0.78443515,0.86057115,0,reach-v2,1
1914,0.8158589,0.84474826,0,reach-v2,1
1781,0.80431813,0.8088427,0,reach-v2,1
656,0.7770262,0.9230735,0,reach-v2,1
1780,0.6988178,0.86359197,0,reach-v2,1
653,0.66356605,0.8650219,0,reach-v2,1
1927,0.6854568,0.90997005,0,reach-v2,1
1775,0.6954319,0.8051514,0,reach-v2,1
1783,0.7001099,0.8835052,0,reach-v2,1
205,0.8042911,0.8037997,0,reach-v2,1
1716,0.6836817,0.7954917,0,reach-v2,1
1706,0.6675487,0.74169767,0,reach-v2,1
2118,0.6593269,0.8488508,0,reach-v2,1
514,0.7668694,0.8315895,0,reach-v2,1
2122,0.7824492,0.85179317,0,reach-v2,1
507,0.7047919,0.8439005,0,reach-v2,1
2133,0.70709604,0.93660635,0,reach-v2,1
814,0.7044635,0.8376627,0,reach-v2,1
1611,0.7100541,0.9019957,0,reach-v2,1
2151,0.72500646,0.7613069,0,reach-v2,1
2172,0.6618983,0.7832053,0,reach-v2,1
483,0.6512049,0.83701587,0,reach-v2,1
479,0.7740765,0.8051132,0,reach-v2,1
2176,0.7383099,0.8953237,0,reach-v2,1
2178,0.7767041,0.7940807,0,reach-v2,1
476,0.695987,0.75233203,0,reach-v2,1
1585,0.81016254,0.90190995,0,reach-v2,1
2206,0.69425404,0.78192776,0,reach-v2,1
838,0.72712827,0.8336657,0,reach-v2,1
464,0.7277327,0.86559945,0,reach-v2,1
2225,0.7922409,0.7937979,0,reach-v2,1
2228,0.6933059,0.74879134,0,reach-v2,1
457,0.75708514,0.8074452,0,reach-v2,1
518,0.7023287,0.7344037,0,reach-v2,1
520,0.7349223,0.9253079,0,reach-v2,1
1635,0.75340563,0.8752363,0,reach-v2,1
2105,0.7840964,0.9253781,0,reach-v2,1
2017,0.7414958,0.8384646,0,reach-v2,1
583,0.7704587,0.8491062,0,reach-v2,1
2025,0.72191894,0.8021584,0,reach-v2,1
771,0.71758574,0.7648431,0,reach-v2,1
1685,0.7441211,0.7762991,0,reach-v2,1
1669,0.74898905,0.86043495,0,reach-v2,1
2055,0.6769514,0.873196,0,reach-v2,1
1665,0.79489917,0.89910007,0,reach-v2,1
2057,0.7702462,0.84340316,0,reach-v2,1
1661,0.6628721,0.76886344,0,reach-v2,1
1707,0.75789315,0.79249185,0,reach-v2,1
2064,0.6819742,0.8706308,0,reach-v2,1
2065,0.7400235,0.8372335,0,reach-v2,1
550,0.81633294,0.8458405,0,reach-v2,1
1653,0.689013,0.7841114,0,reach-v2,1
2070,0.6917387,0.90490484,0,reach-v2,1
2077,0.6646254,0.7694032,0,reach-v2,1
543,0.7241855,0.8748964,0,reach-v2,1
2091,0.7630574,0.8487655,0,reach-v2,1
2093,0.698178,0.8181201,0,reach-v2,1
1643,0.7499076,0.85221744,0,reach-v2,1
2104,0.6641186,0.8660347,0,reach-v2,1
552,0.67596763,0.7639518,0,reach-v2,1
2661,0.6819783,0.843775,0,reach-v2,1
2394,0.67810744,0.7752825,0,reach-v2,1
700,0.7594697,0.7812627,0,reach-v2,1
2891,0.69538176,0.829381,0,reach-v2,1
1018,0.80020016,0.80691934,0,reach-v2,1
2899,0.6926577,0.7551482,0,reach-v2,1
2903,0.7955589,0.9013486,0,reach-v2,1
2766,0.7567115,0.80756694,0,reach-v2,1
59,0.69759387,0.86922127,0,reach-v2,1
2910,0.6850507,0.8636995,0,reach-v2,1
2760,0.7703658,0.769983,0,reach-v2,1
52,0.7725535,0.7671292,0,reach-v2,1
1258,0.66886544,0.79942214,0,reach-v2,1
152,0.785647,0.926948,0,reach-v2,1
48,0.6557594,0.7787155,0,reach-v2,1
2924,0.7559883,0.8611205,0,reach-v2,1
43,0.7242921,0.8323649,0,reach-v2,1
156,0.6818888,0.82466364,0,reach-v2,1
157,0.7576915,0.87103754,0,reach-v2,1
2739,0.6919366,0.8309881,0,reach-v2,1
1155,0.7275776,0.9320325,0,reach-v2,1
38,0.67362654,0.8007221,0,reach-v2,1
2731,0.75660306,0.7566461,0,reach-v2,1
36,0.81648195,0.84808856,0,reach-v2,1
2730,0.6959229,0.7827923,0,reach-v2,1
1012,0.7703928,0.8517829,0,reach-v2,1
166,0.68970823,0.8618301,0,reach-v2,1
2941,0.71728766,0.7780407,0,reach-v2,1
2946,0.7298698,0.82305735,0,reach-v2,1
1144,0.7284504,0.89840716,0,reach-v2,1
2890,0.80880904,0.88464254,0,reach-v2,1
1022,0.807553,0.8031687,0,reach-v2,1
1063,0.7213874,0.7869416,0,reach-v2,1
71,0.7847598,0.8420951,0,reach-v2,1
2837,0.7287563,0.78554446,0,reach-v2,1
2841,0.71013474,0.87052417,0,reach-v2,1
1292,0.7324082,0.8918712,0,reach-v2,1
1043,0.8088524,0.8744591,0,reach-v2,1
98,0.7987938,0.8765874,0,reach-v2,1
1050,0.74769866,0.8315116,0,reach-v2,1
1199,0.77518225,0.9220501,0,reach-v2,1
2818,0.7707342,0.8924194,0,reach-v2,1
1223,0.65295565,0.82766634,0,reach-v2,1
2813,0.75446194,0.88300395,0,reach-v2,1
2866,0.6718112,0.80426484,0,reach-v2,1
2811,0.76991814,0.9087929,0,reach-v2,1
1238,0.78803265,0.8140115,0,reach-v2,1
2955,0.7276157,0.89938146,0,reach-v2,1
119,0.76223385,0.8276432,0,reach-v2,1
1244,0.6917157,0.8979298,0,reach-v2,1
2872,0.70583475,0.84882456,0,reach-v2,1
124,0.81075805,0.896714,0,reach-v2,1
81,0.7776751,0.8051925,0,reach-v2,1
1027,0.7971115,0.90919495,0,reach-v2,1
1180,0.6812186,0.8608879,0,reach-v2,1
2796,0.82219124,0.8902885,0,reach-v2,1
1247,0.6859179,0.89977705,0,reach-v2,1
75,0.79910123,0.8197961,0,reach-v2,1
74,0.7709651,0.81168216,0,reach-v2,1
2885,0.7528162,0.8621833,0,reach-v2,1
2886,0.6846609,0.94308424,0,reach-v2,1
132,0.7241084,0.87442595,0,reach-v2,1
2871,0.71241325,0.8920305,0,reach-v2,1
2705,0.82684207,0.85548675,0,reach-v2,1
103,0.71490663,0.90906996,0,reach-v2,1
2975,0.7164436,0.81098,0,reach-v2,1
1000,0.68281275,0.87123984,0,reach-v2,1
21,0.7494529,0.7905103,0,reach-v2,1
1266,0.7168906,0.8329359,0,reach-v2,1
18,0.6763182,0.7728026,0,reach-v2,1
184,0.6615904,0.8302608,0,reach-v2,1
189,0.7376259,0.82557476,0,reach-v2,1
2965,0.76552814,0.75615805,0,reach-v2,1
1118,0.72380686,0.7509582,0,reach-v2,1
1284,0.7122069,0.8191811,0,reach-v2,1
1113,0.80849963,0.9038211,0,reach-v2,1
2690,0.6995124,0.88101256,0,reach-v2,1
1087,0.69874847,0.7968792,0,reach-v2,1
1290,0.7903814,0.79514045,0,reach-v2,1
2966,0.6982257,0.8266299,0,reach-v2,1
2972,0.7086516,0.8979401,0,reach-v2,1
2702,0.70577353,0.8460659,0,reach-v2,1
2698,0.7066123,0.82045704,0,reach-v2,1
1006,0.6919446,0.8969139,0,reach-v2,1
9,0.7283404,0.8126491,0,reach-v2,1
2667,0.6829952,0.8113855,0,reach-v2,1
2688,0.74670094,0.7728082,0,reach-v2,1
1269,0.6931683,0.86262506,0,reach-v2,1
2672,0.70386803,0.7357074,0,reach-v2,1
1119,0.6841668,0.80664164,0,reach-v2,1
815,0.16812614,0.18239579,1,push-v2,0
1610,0.31299868,0.07488585,1,push-v2,0
84,0.23958679,0.18865375,1,push-v2,0
2145,0.30526808,0.06147585,1,push-v2,0
495,0.31650022,0.14244097,1,push-v2,0
1606,0.24654782,0.07457886,1,push-v2,0
2152,0.23116603,0.1854201,1,push-v2,0
1619,0.29858163,0.16284437,1,push-v2,0
2136,0.27749464,0.13443682,1,push-v2,0
1762,0.25015417,0.22570926,1,push-v2,0
2135,0.29124779,0.18753754,1,push-v2,0
1176,0.25677994,0.19449547,1,push-v2,0
2113,0.2946318,0.06117853,1,push-v2,0
1889,0.19749631,0.091726065,1,push-v2,0
1178,0.22952956,0.048449155,1,push-v2,0
1630,0.18806244,0.17941791,1,push-v2,0
1800,0.25807872,0.21207924,1,push-v2,0
515,0.26680127,0.12380852,1,push-v2,0
1623,0.2383189,0.25420466,1,push-v2,0
2877,0.3142208,0.169212,1,push-v2,0
2875,0.2410321,0.088074096,1,push-v2,0
510,0.2903717,0.2200667,1,push-v2,0
1625,0.26814225,0.049070843,1,push-v2,0
677,0.31462735,0.21181777,1,push-v2,0
1601,0.21414898,0.15851103,1,push-v2,0
2873,0.26290068,0.20029557,1,push-v2,0
1802,0.21071899,0.2143056,1,push-v2,0
2120,0.17752934,0.21639565,1,push-v2,0
491,0.26390323,0.15898949,1,push-v2,0
484,0.22833484,0.20013556,1,push-v2,0
826,0.2387088,0.074290276,1,push-v2,0
1580,0.28692535,0.22029315,1,push-v2,0
836,0.34371713,0.111783125,1,push-v2,0
2214,0.24012032,0.13707519,1,push-v2,0
694,0.32476825,0.15184267,1,push-v2,0
839,0.23265468,0.04939866,1,push-v2,0
2219,0.29757574,0.23117377,1,push-v2,0
460,0.26977888,0.18219523,1,push-v2,0
1848,0.29012993,0.062356837,1,push-v2,0
2233,0.24353771,0.25835833,1,push-v2,0
1563,0.20147556,0.07386961,1,push-v2,0
1840,0.31173447,0.05690072,1,push-v2,0
449,0.24954976,0.23706836,1,push-v2,0
2243,0.21480231,0.16900197,1,push-v2,0
2244,0.2041746,0.112381436,1,push-v2,0
446,0.2434597,0.13243727,1,push-v2,0
1220,0.2532863,0.050126784,1,push-v2,0
2997,0.17951421,0.12088537,1,push-v2,0
1851,0.22726385,0.18428291,1,push-v2,0
1819,0.2974877,0.098519266,1,push-v2,0
1818,0.26281598,0.09177622,1,push-v2,0
1582,0.22298342,0.19615701,1,push-v2,0
1592,0.3191215,0.13639274,1,push-v2,0
486,0.20983005,0.13740875,1,push-v2,0
86,0.21858743,0.097245865,1,push-v2,0
1893,0.1866987,0.19109498,1,push-v2,0
1874,0.28867817,0.09069282,1,push-v2,0
2174,0.3014476,0.07363379,1,push-v2,0
1867,0.3307734,0.08910356,1,push-v2,0
7,0.30046538,0.091457464,1,push-v2,0
1597,0.29945365,0.23479779,1,push-v2,0
481,0.30337825,0.14346372,1,push-v2,0
6,0.2875977,0.11841436,1,push-v2,0
2870,0.22359246,0.19462243,1,push-v2,0
1054,0.20327,0.11203676,1,push-v2,0
2988,0.27781272,0.044876866,1,push-v2,0
1584,0.21279234,0.07865678,1,push-v2,0
1856,0.34327677,0.10983774,1,push-v2,0
2183,0.31382155,0.20940273,1,push-v2,0
2189,0.17779392,0.2174139,1,push-v2,0
2175,0.26777744,0.06536195,1,push-v2,0
807,0.2301868,0.15875833,1,push-v2,0
1794,0.27418417,0.04839923,1,push-v2,0
523,0.21547851,0.08228254,1,push-v2,0
1990,0.21115966,0.10723492,1,push-v2,0
1778,0.22114556,0.23771824,1,push-v2,0
1779,0.32468063,0.20113349,1,push-v2,0
2929,0.24312599,0.22479033,1,push-v2,0
604,0.26509625,0.09139918,1,push-v2,0
1998,0.2349638,0.11879429,1,push-v2,0
1921,0.20507938,0.07063275,1,push-v2,0
2925,0.2972448,0.06820953,1,push-v2,0
19,0.31303558,0.07469165,1,push-v2,0
1075,0.25548708,0.054715086,1,push-v2,0
2922,0.2553893,0.14519131,1,push-v2,0
47,0.17167734,0.20253105,1,push-v2,0
593,0.1641139,0.21767256,1,push-v2,0
722,0.2504223,0.15031931,1,push-v2,0
591,0.30770916,0.047863062,1,push-v2,0
1078,0.1974849,0.09873191,1,push-v2,0
1984,0.2358627,0.05660578,1,push-v2,0
727,0.26494184,0.17422643,1,push-v2,0
614,0.25873128,0.20245051,1,push-v2,0
1772,0.22867656,0.23222728,1,push-v2,0
1946,0.24315456,0.12307918,1,push-v2,0
634,0.22636451,0.19146413,1,push-v2,0
1142,0.20251523,0.18998489,1,push-v2,0
631,0.2325106,0.06485936,1,push-v2,0
2944,0.324823,0.10441355,1,push-v2,0
645,0.31973174,0.09414634,1,push-v2,0
590,0.22906746,0.065511875,1,push-v2,0
624,0.2920349,0.1751387,1,push-v2,0
744,0.27638233,0.20011996,1,push-v2,0
1081,0.25088012,0.058984537,1,push-v2,0
23,0.29933915,0.16317222,1,push-v2,0
1730,0.29111743,0.21253823,1,push-v2,0
617,0.27463874,0.101609215,1,push-v2,0
2964,0.29373878,0.094837055,1,push-v2,0
1726,0.2421707,0.05749415,1,push-v2,0
2940,0.29908612,0.05673352,1,push-v2,0
2112,0.23070979,0.14668036,1,push-v2,0
1718,0.31739682,0.1499988,1,push-v2,0
2971,0.2344229,0.18355906,1,push-v2,0
1174,0.29542112,0.156404,1,push-v2,0
2073,0.2346981,0.22157292,1,push-v2,0
2075,0.20693529,0.2227371,1,push-v2,0
2079,0.2913424,0.19087408,1,push-v2,0
1651,0.2758907,0.14098746,1,push-v2,0
2082,0.28494433,0.040890492,1,push-v2,0
666,0.2729698,0.11343093,1,push-v2,0
2095,0.16407226,0.21743816,1,push-v2,0
533,0.2313406,0.14411344,1,push-v2,0
1647,0.32000837,0.04902722,1,push-v2,0
1645,0.30811706,0.16923463,1,push-v2,0
1116,0.2616821,0.16848582,1,push-v2,0
2101,0.24081907,0.120593496,1,push-v2,0
1895,0.31600663,0.19551674,1,push-v2,0
1894,0.21702966,0.16862579,1,push-v2,0
64,0.22977306,0.20144044,1,push-v2,0
1067,0.23456539,0.2401842,1,push-v2,0
720,0.2790842,0.20480041,1,push-v2,0
661,0.2584413,0.116678186,1,push-v2,0
53,0.21777484,0.08438869,1,push-v2,0
2018,0.25058886,0.13272129,1,push-v2,0
1702,0.27533683,0.21266681,1,push-v2,0
2036,0.18730515,0.19992664,1,push-v2,0
1683,0.24566014,0.19853063,1,push-v2,0
2047,0.24197991,0.17672803,1,push-v2,0
2250,0.32006624,0.16866198,1,push-v2,0
50,0.28579673,0.090272106,1,push-v2,0
1679,0.20118394,0.2116122,1,push-v2,0
566,0.27479616,0.04324286,1,push-v2,0
57,0.32295728,0.10563942,1,push-v2,0
563,0.25144753,0.13404027,1,push-v2,0
784,0.21784644,0.06809445,1,push-v2,0
2905,0.21449386,0.24763016,1,push-v2,0
557,0.1882696,0.23303382,1,push-v2,0
789,0.24268086,0.2578469,1,push-v2,0
1673,0.29161736,0.21710551,1,push-v2,0
777,0.23079355,0.1540897,1,push-v2,0
2664,0.17225532,0.20413902,1,push-v2,0
1040,0.22892363,0.17477278,1,push-v2,0
2753,0.2824699,0.065002605,1,push-v2,0
1397,0.1709666,0.19664888,1,push-v2,0
314,0.26329473,0.1538282,1,push-v2,0
2749,0.32491976,0.1011021,1,push-v2,0
933,0.25972316,0.1258349,1,push-v2,0
153,0.29674426,0.22999908,1,push-v2,0
1387,0.29034302,0.036564436,1,push-v2,0
2743,0.29171664,0.095107496,1,push-v2,0
1384,0.25766194,0.13373205,1,push-v2,0
1382,0.29203266,0.18055199,1,push-v2,0
2741,0.29717615,0.1258224,1,push-v2,0
2474,0.26887262,0.09621657,1,push-v2,0
1381,0.24190566,0.15079434,1,push-v2,0
944,0.2454919,0.044575855,1,push-v2,0
1261,0.31094074,0.16999172,1,push-v2,0
948,0.20130862,0.19381341,1,push-v2,0
289,0.31581542,0.21388587,1,push-v2,0
950,0.21763185,0.16184905,1,push-v2,0
2726,0.28552794,0.16758001,1,push-v2,0
2759,0.24296331,0.12765844,1,push-v2,0
2444,0.23599659,0.060999557,1,push-v2,0
2441,0.24248974,0.07013198,1,push-v2,0
441,0.26476046,0.045348067,1,push-v2,0
2783,0.20645672,0.1940976,1,push-v2,0
2397,0.2747296,0.10836267,1,push-v2,0
345,0.18676744,0.11937294,1,push-v2,0
1250,0.24152976,0.21313488,1,push-v2,0
2779,0.20849782,0.19640699,1,push-v2,0
2776,0.33043033,0.10038427,1,push-v2,0
2413,0.20177782,0.082192406,1,push-v2,0
1419,0.21602148,0.23686637,1,push-v2,0
2771,0.19809413,0.22057793,1,push-v2,0
2502,0.24491753,0.23291232,1,push-v2,0
919,0.29893395,0.12517446,1,push-v2,0
1417,0.23609212,0.060465585,1,push-v2,0
2763,0.31124616,0.14939514,1,push-v2,0
2429,0.27943894,0.10894169,1,push-v2,0
1409,0.27426437,0.12039678,1,push-v2,0
2433,0.3047761,0.20484538,1,push-v2,0
1408,0.23532559,0.06437527,1,push-v2,0
2440,0.32259402,0.113315925,1,push-v2,0
322,0.26738232,0.16972321,1,push-v2,0
1402,0.22123115,0.22260407,1,push-v2,0
2769,0.18644737,0.20032169,1,push-v2,0
349,0.29768828,0.09396786,1,push-v2,0
278,0.23451039,0.04522813,1,push-v2,0
168,0.18807356,0.23158829,1,push-v2,0
1327,0.29256096,0.17592987,1,push-v2,0
978,0.3024345,0.07477353,1,push-v2,0
232,0.25800288,0.055666644,1,push-v2,0
231,0.30802724,0.047826584,1,push-v2,0
2617,0.2333667,0.2374897,1,push-v2,0
1281,0.22018981,0.09315291,1,push-v2,0
225,0.26698193,0.047821727,1,push-v2,0
222,0.23894654,0.2242557,1,push-v2,0
2634,0.22750615,0.22974776,1,push-v2,0
2638,0.21995717,0.09064672,1,push-v2,0
2644,0.27810273,0.06745908,1,push-v2,0
195,0.18641242,0.18740422,1,push-v2,0
2650,0.27965474,0.20473096,1,push-v2,0
2671,0.27613792,0.06815437,1,push-v2,0
197,0.21510004,0.13369046,1,push-v2,0
198,0.2760753,0.13976969,1,push-v2,0
1305,0.24183334,0.088046215,1,push-v2,0
207,0.28493035,0.20928435,1,push-v2,0
993,0.2492912,0.22516121,1,push-v2,0
2603,0.2381781,0.0995196,1,push-v2,0
186,0.26389167,0.19965312,1,push-v2,0
2593,0.18168466,0.2191377,1,push-v2,0
1001,0.27098984,0.05013762,1,push-v2,0
2525,0.22245012,0.1842812,1,push-v2,0
2713,0.29100272,0.035871338,1,push-v2,0
1362,0.2952733,0.1309982,1,push-v2,0
2526,0.20052618,0.18688878,1,push-v2,0
2527,0.32065427,0.11005265,1,push-v2,0
1263,0.20707478,0.22329667,1,push-v2,0
2710,0.2557085,0.1850594,1,push-v2,0
2533,0.27725133,0.14939253,1,push-v2,0
2709,0.23843358,0.097058274,1,push-v2,0
2522,0.18771069,0.10852333,1,push-v2,0
1264,0.25529772,0.19146244,1,push-v2,0
1357,0.27616873,0.10489596,1,push-v2,0
2549,0.27614936,0.11492211,1,push-v2,0
2560,0.2142985,0.13388069,1,push-v2,0
1345,0.25962088,0.18107773,1,push-v2,0
2700,0.2185722,0.06754758,1,push-v2,0
253,0.20212664,0.081763886,1,push-v2,0
1268,0.18826844,0.128745,1,push-v2,0
970,0.18105492,0.120770946,1,push-v2,0
2579,0.1831657,0.22536585,1,push-v2,0
2542,0.29984677,0.058545,1,push-v2,0
1828,0.21690379,0.24961793,1,push-v2,0
100,0.24370684,0.23815283,1,push-v2,0
1444,0.26552695,0.08399679,1,push-v2,0
419,0.25378555,0.14890946,1,push-v2,0
2333,0.33304453,0.11998622,1,push-v2,0
2821,0.31538853,0.19814333,1,push-v2,0
1030,0.18822946,0.20179866,1,push-v2,0
1508,0.3185441,0.15249775,1,push-v2,0
881,0.25426868,0.2460385,1,push-v2,0
877,0.31538817,0.19880868,1,push-v2,0
2342,0.2987321,0.2126506,1,push-v2,0
2803,0.23048158,0.14936621,1,push-v2,0
864,0.21467182,0.23909509,1,push-v2,0
2824,0.24279311,0.17420852,1,push-v2,0
2349,0.2614659,0.17949021,1,push-v2,0
868,0.30934197,0.1508668,1,push-v2,0
863,0.34170195,0.12108602,1,push-v2,0
2288,0.24801852,0.17964496,1,push-v2,0
416,0.22272271,0.22330669,1,push-v2,0
2327,0.19010407,0.115763545,1,push-v2,0
2291,0.25742692,0.056283332,1,push-v2,0
1520,0.32526276,0.11502272,1,push-v2,0
871,0.23470986,0.20623304,1,push-v2,0
403,0.20286031,0.18463518,1,push-v2,0
2317,0.26087952,0.16328627,1,push-v2,0
2298,0.301084,0.20105118,1,push-v2,0
2318,0.18609096,0.12279807,1,push-v2,0
398,0.29736006,0.12786509,1,push-v2,0
1515,0.23913266,0.12865078,1,push-v2,0
2320,0.19251047,0.11574811,1,push-v2,0
2784,0.29263794,0.13816424,1,push-v2,0
2812,0.28550327,0.16699973,1,push-v2,0
395,0.26157698,0.037350193,1,push-v2,0
394,0.26191333,0.13004726,1,push-v2,0
875,0.31445354,0.1104934,1,push-v2,0
1033,0.20123668,0.11366691,1,push-v2,0
861,0.32108107,0.21858351,1,push-v2,0
887,0.20055465,0.21372111,1,push-v2,0
109,0.21644935,0.1968467,1,push-v2,0
1522,0.27316472,0.21551354,1,push-v2,0
1457,0.33644137,0.0982116,1,push-v2,0
2792,0.33210295,0.11998942,1,push-v2,0
2364,0.31956884,0.049230337,1,push-v2,0
905,0.23672403,0.17785697,1,push-v2,0
2360,0.2577359,0.1381572,1,push-v2,0
